,Unnamed: 0,id,created_at,text,text_tokens,text_tokens_fdist,text_tokens_SW,text_tokens_stemmed
33,33,1586733114386051072,2022-10-30 14:53:49+00:00,utk peringkat polisi indonesia di urutan ke sih menurut que dri sisi kinerja masih blm tepat selain itu bnyk yg bergaya hedon jauh dri sifat kesederhanaan dlm bertugas secara penaganan kasus besarpun klo tidak tagar nitizen mah diam sj makanya que ngk percaya itu bro,"['utk', 'peringkat', 'polisi', 'indonesia', 'di', 'urutan', 'ke', 'sih', 'menurut', 'que', 'dri', 'sisi', 'kinerja', 'masih', 'blm', 'tepat', 'selain', 'itu', 'bnyk', 'yg', 'bergaya', 'hedon', 'jauh', 'dri', 'sifat', 'kesederhanaan', 'dlm', 'bertugas', 'secara', 'penaganan', 'kasus', 'besarpun', 'klo', 'tidak', 'tagar', 'nitizen', 'mah', 'diam', 'sj', 'makanya', 'que', 'ngk', 'percaya', 'itu', 'bro']",<FreqDist with 42 samples and 45 outcomes>,"['peringkat', 'polisi', 'indonesia', 'urutan', 'que', 'dri', 'sisi', 'kinerja', 'bergaya', 'hedon', 'dri', 'sifat', 'kesederhanaan', 'bertugas', 'penaganan', 'besarpun', 'tagar', 'nitizen', 'diam', 'que', 'percaya']","['peringkat', 'polisi', 'indonesia', 'urut', 'que', 'dri', 'sisi', 'kerja', 'gaya', 'hedon', 'dri', 'sifat', 'sederhana', 'tugas', 'tagan', 'besar', 'tagar', 'nitizen', 'diam', 'que', 'percaya']"
34,34,1586732981904809984,2022-10-30 14:53:17+00:00,selamat pak kinerja bapak memang tidak diragukan lagi hal ini bisa dirasakan oleh kapolrikapolri sebelum bapak keren ikut berbangga atas profesionalitas bapak polri,"['selamat', 'pak', 'kinerja', 'bapak', 'memang', 'tidak', 'diragukan', 'lagi', 'hal', 'ini', 'bisa', 'dirasakan', 'oleh', 'kapolrikapolri', 'sebelum', 'bapak', 'keren', 'ikut', 'berbangga', 'atas', 'profesionalitas', 'bapak', 'polri']",<FreqDist with 21 samples and 23 outcomes>,"['selamat', 'kinerja', 'diragukan', 'dirasakan', 'kapolrikapolri', 'keren', 'berbangga', 'profesionalitas', 'polri']","['selamat', 'kerja', 'ragu', 'rasa', 'kapolrikapolri', 'keren', 'bangga', 'profesionalitas', 'polri']"
35,35,1586731459246641155,2022-10-30 14:47:14+00:00,rt organisasi riset manajemen kinerja global asal as kemarin merilis hasil penilaian masyarakat internasional atas,"['rt', 'organisasi', 'riset', 'manajemen', 'kinerja', 'global', 'asal', 'as', 'kemarin', 'merilis', 'hasil', 'penilaian', 'masyarakat', 'internasional', 'atas']",<FreqDist with 15 samples and 15 outcomes>,"['organisasi', 'riset', 'manajemen', 'kinerja', 'global', 'kemarin', 'merilis', 'hasil', 'penilaian', 'masyarakat', 'internasional']","['organisasi', 'riset', 'manajemen', 'kerja', 'global', 'kemarin', 'rilis', 'hasil', 'nilai', 'masyarakat', 'internasional']"
36,36,1586729754316574720,2022-10-30 14:40:28+00:00,sangat wajar menurut saya kinerja kapolri dna jajarannya polri memang sangat baim belakangan ini mereka tampil sebagai penegak hukum yg adil dan profesional,"['sangat', 'wajar', 'menurut', 'saya', 'kinerja', 'kapolri', 'dna', 'jajarannya', 'polri', 'memang', 'sangat', 'baim', 'belakangan', 'ini', 'mereka', 'tampil', 'sebagai', 'penegak', 'hukum', 'yg', 'adil', 'dan', 'profesional']",<FreqDist with 22 samples and 23 outcomes>,"['wajar', 'kinerja', 'kapolri', 'dna', 'jajarannya', 'polri', 'baim', 'tampil', 'penegak', 'hukum', 'adil', 'profesional']","['wajar', 'kerja', 'kapolri', 'dna', 'jajar', 'polri', 'baim', 'tampil', 'tegak', 'hukum', 'adil', 'profesional']"
37,37,1586729498363338752,2022-10-30 14:39:27+00:00,wajar saja polri mendapatkan banyak dukungan dari berbagai kalangan hal ini tenrunya datang dari kinerja yg tegas dan profesional dalam menindak setiap kasus belakangan ini polri,"['wajar', 'saja', 'polri', 'mendapatkan', 'banyak', 'dukungan', 'dari', 'berbagai', 'kalangan', 'hal', 'ini', 'tenrunya', 'datang', 'dari', 'kinerja', 'yg', 'tegas', 'dan', 'profesional', 'dalam', 'menindak', 'setiap', 'kasus', 'belakangan', 'ini', 'polri']",<FreqDist with 23 samples and 26 outcomes>,"['wajar', 'polri', 'dukungan', 'kalangan', 'tenrunya', 'kinerja', 'profesional', 'menindak', 'polri']","['wajar', 'polri', 'dukung', 'kalang', 'tenrunya', 'kerja', 'profesional', 'tindak', 'polri']"
38,38,1586723219372769281,2022-10-30 14:14:30+00:00,rt organisasi riset manajemen kinerja global asal as kemarin merilis hasil penilaian masyarakat internasional atas,"['rt', 'organisasi', 'riset', 'manajemen', 'kinerja', 'global', 'asal', 'as', 'kemarin', 'merilis', 'hasil', 'penilaian', 'masyarakat', 'internasional', 'atas']",<FreqDist with 15 samples and 15 outcomes>,"['organisasi', 'riset', 'manajemen', 'kinerja', 'global', 'kemarin', 'merilis', 'hasil', 'penilaian', 'masyarakat', 'internasional']","['organisasi', 'riset', 'manajemen', 'kerja', 'global', 'kemarin', 'rilis', 'hasil', 'nilai', 'masyarakat', 'internasional']"
39,39,1586723040578375681,2022-10-30 14:13:47+00:00,rt organisasi riset manajemen kinerja global asal as kemarin merilis hasil penilaian masyarakat internasional atas,"['rt', 'organisasi', 'riset', 'manajemen', 'kinerja', 'global', 'asal', 'as', 'kemarin', 'merilis', 'hasil', 'penilaian', 'masyarakat', 'internasional', 'atas']",<FreqDist with 15 samples and 15 outcomes>,"['organisasi', 'riset', 'manajemen', 'kinerja', 'global', 'kemarin', 'merilis', 'hasil', 'penilaian', 'masyarakat', 'internasional']","['organisasi', 'riset', 'manajemen', 'kerja', 'global', 'kemarin', 'rilis', 'hasil', 'nilai', 'masyarakat', 'internasional']"
40,40,1586722440893566981,2022-10-30 14:11:24+00:00,,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
41,41,1586722406684839936,2022-10-30 14:11:16+00:00,,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
42,42,1586722380608860160,2022-10-30 14:11:10+00:00,,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
43,43,1586722354478354432,2022-10-30 14:11:03+00:00,,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
44,44,1586722323767635970,2022-10-30 14:10:56+00:00,,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
45,45,1586722300971606018,2022-10-30 14:10:51+00:00,,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
46,46,1586722268801273856,2022-10-30 14:10:43+00:00,,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
47,47,1586722232835141632,2022-10-30 14:10:34+00:00,,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
48,48,1586722202896203777,2022-10-30 14:10:27+00:00,,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
49,49,1586722168876195841,2022-10-30 14:10:19+00:00,,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
50,50,1586722133790830593,2022-10-30 14:10:11+00:00,,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
51,51,1586722100286750722,2022-10-30 14:10:03+00:00,,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
52,52,1586722063758553088,2022-10-30 14:09:54+00:00,,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
53,53,1586722031416270848,2022-10-30 14:09:46+00:00,,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
54,54,1586721991188688896,2022-10-30 14:09:37+00:00,,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
55,55,1586721962214457345,2022-10-30 14:09:30+00:00,,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
56,56,1586721935249281024,2022-10-30 14:09:23+00:00,,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
57,57,1586721904815374336,2022-10-30 14:09:16+00:00,,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
58,58,1586721874842890240,2022-10-30 14:09:09+00:00,,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
59,59,1586721846527164416,2022-10-30 14:09:02+00:00,,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
60,60,1586721818404323329,2022-10-30 14:08:56+00:00,,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
61,61,1586721789371351042,2022-10-30 14:08:49+00:00,,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
62,62,1586721652997779456,2022-10-30 14:08:16+00:00,,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
63,63,1586721612321419266,2022-10-30 14:08:06+00:00,,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
64,64,1586721584869670913,2022-10-30 14:08:00+00:00,,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
65,65,1586721559431249921,2022-10-30 14:07:54+00:00,,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
66,66,1586721529857191942,2022-10-30 14:07:47+00:00,,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
67,67,1586721078080061444,2022-10-30 14:05:59+00:00,rt organisasi riset manajemen kinerja global asal as kemarin merilis hasil penilaian masyarakat internasional atas,"['rt', 'organisasi', 'riset', 'manajemen', 'kinerja', 'global', 'asal', 'as', 'kemarin', 'merilis', 'hasil', 'penilaian', 'masyarakat', 'internasional', 'atas']",<FreqDist with 15 samples and 15 outcomes>,"['organisasi', 'riset', 'manajemen', 'kinerja', 'global', 'kemarin', 'merilis', 'hasil', 'penilaian', 'masyarakat', 'internasional']","['organisasi', 'riset', 'manajemen', 'kerja', 'global', 'kemarin', 'rilis', 'hasil', 'nilai', 'masyarakat', 'internasional']"
68,68,1586721039769554944,2022-10-30 14:05:50+00:00,setiap laporan masyarakat harus dianggap penting kapolri minta agar polisi jangan ghosting dalam tangani aduan masyarakat golkar dukung peningkatan kinerja kepolisian,"['setiap', 'laporan', 'masyarakat', 'harus', 'dianggap', 'penting', 'kapolri', 'minta', 'agar', 'polisi', 'jangan', 'ghosting', 'dalam', 'tangani', 'aduan', 'masyarakat', 'golkar', 'dukung', 'peningkatan', 'kinerja', 'kepolisian']",<FreqDist with 20 samples and 21 outcomes>,"['laporan', 'masyarakat', 'dianggap', 'kapolri', 'polisi', 'ghosting', 'tangani', 'aduan', 'masyarakat', 'golkar', 'dukung', 'peningkatan', 'kinerja', 'kepolisian']","['lapor', 'masyarakat', 'anggap', 'kapolri', 'polisi', 'ghosting', 'tangan', 'adu', 'masyarakat', 'golkar', 'dukung', 'tingkat', 'kerja', 'polisi']"
69,69,1586720267753361408,2022-10-30 14:02:46+00:00,kinerja bagus kaya gini harus diapresiasi apalagi polri yang melakukan semoga polri seluruhnya bisa seperti ini yaitu dekat dengan rakyat dan melindungi,"['kinerja', 'bagus', 'kaya', 'gini', 'harus', 'diapresiasi', 'apalagi', 'polri', 'yang', 'melakukan', 'semoga', 'polri', 'seluruhnya', 'bisa', 'seperti', 'ini', 'yaitu', 'dekat', 'dengan', 'rakyat', 'dan', 'melindungi']",<FreqDist with 21 samples and 22 outcomes>,"['kinerja', 'bagus', 'kaya', 'gini', 'diapresiasi', 'polri', 'semoga', 'polri', 'rakyat', 'melindungi']","['kerja', 'bagus', 'kaya', 'gin', 'apresiasi', 'polri', 'moga', 'polri', 'rakyat', 'lindung']"
70,70,1586719895634563076,2022-10-30 14:01:17+00:00,pertahankan kinerja bagus seperti ini polri bentuk dari tugas polri sedang dilakukan yaitu melindungi rakyat bagus nih ada kaya gini,"['pertahankan', 'kinerja', 'bagus', 'seperti', 'ini', 'polri', 'bentuk', 'dari', 'tugas', 'polri', 'sedang', 'dilakukan', 'yaitu', 'melindungi', 'rakyat', 'bagus', 'nih', 'ada', 'kaya', 'gini']",<FreqDist with 18 samples and 20 outcomes>,"['pertahankan', 'kinerja', 'bagus', 'polri', 'bentuk', 'tugas', 'polri', 'melindungi', 'rakyat', 'bagus', 'kaya', 'gini']","['tahan', 'kerja', 'bagus', 'polri', 'bentuk', 'tugas', 'polri', 'lindung', 'rakyat', 'bagus', 'kaya', 'gin']"
71,71,1586719757730205698,2022-10-30 14:00:44+00:00,organisasi riset manajemen kinerja global asal as kemarin merilis hasil penilaian masyarakat internasional atas kinerja kepolisian diseluruh dunia mereka menilai dari aspek penegakan hukum amp ketertiban umum terperangah bangga atas nama bangsa sekaligus heran,"['organisasi', 'riset', 'manajemen', 'kinerja', 'global', 'asal', 'as', 'kemarin', 'merilis', 'hasil', 'penilaian', 'masyarakat', 'internasional', 'atas', 'kinerja', 'kepolisian', 'diseluruh', 'dunia', 'mereka', 'menilai', 'dari', 'aspek', 'penegakan', 'hukum', 'amp', 'ketertiban', 'umum', 'terperangah', 'bangga', 'atas', 'nama', 'bangsa', 'sekaligus', 'heran']",<FreqDist with 32 samples and 34 outcomes>,"['organisasi', 'riset', 'manajemen', 'kinerja', 'global', 'kemarin', 'merilis', 'hasil', 'penilaian', 'masyarakat', 'internasional', 'kinerja', 'kepolisian', 'diseluruh', 'dunia', 'menilai', 'aspek', 'penegakan', 'hukum', 'ketertiban', 'terperangah', 'bangga', 'nama', 'bangsa', 'heran']","['organisasi', 'riset', 'manajemen', 'kerja', 'global', 'kemarin', 'rilis', 'hasil', 'nilai', 'masyarakat', 'internasional', 'kerja', 'polisi', 'seluruh', 'dunia', 'nilai', 'aspek', 'tega', 'hukum', 'tertib', 'perangah', 'bangga', 'nama', 'bangsa', 'heran']"
72,72,1586719010791497729,2022-10-30 13:57:46+00:00,melapornya itu memang legal saya kasih jempol tapi disaat ada ketidak puasan atas kinerja polri versi sang profesor mbok ya jgn cemen celometan curhat di medsos datang saja ke bareskrim pasti dilayani dan ditindak lanjuti kok,"['melapornya', 'itu', 'memang', 'legal', 'saya', 'kasih', 'jempol', 'tapi', 'disaat', 'ada', 'ketidak', 'puasan', 'atas', 'kinerja', 'polri', 'versi', 'sang', 'profesor', 'mbok', 'ya', 'jgn', 'cemen', 'celometan', 'curhat', 'di', 'medsos', 'datang', 'saja', 'ke', 'bareskrim', 'pasti', 'dilayani', 'dan', 'ditindak', 'lanjuti', 'kok']",<FreqDist with 36 samples and 36 outcomes>,"['melapornya', 'legal', 'kasih', 'jempol', 'disaat', 'ketidak', 'puasan', 'kinerja', 'polri', 'versi', 'profesor', 'cemen', 'celometan', 'curhat', 'medsos', 'bareskrim', 'dilayani', 'ditindak', 'lanjuti']","['lapor', 'legal', 'kasih', 'jempol', 'saat', 'tidak', 'puas', 'kerja', 'polri', 'versi', 'profesor', 'cemen', 'celometan', 'curhat', 'medsos', 'bareskrim', 'layan', 'tindak', 'lanjut']"
73,73,1586692739281788928,2022-10-30 12:13:23+00:00,rt nandaa kewibawaan pak mampu membuat kinerja polri semakin baik terbukti betapa cekat,"['rt', 'nandaa', 'kewibawaan', 'pak', 'mampu', 'membuat', 'kinerja', 'polri', 'semakin', 'baik', 'terbukti', 'betapa', 'cekat']",<FreqDist with 13 samples and 13 outcomes>,"['nandaa', 'kewibawaan', 'kinerja', 'polri', 'terbukti', 'betapa', 'cekat']","['nandaa', 'wibawa', 'kerja', 'polri', 'bukti', 'betapa', 'cekat']"
74,74,1586688840462311424,2022-10-30 11:57:53+00:00,makanya mari kita bersama sama benahi dari dalam pihak kepolisian akhlaq diperbaiki dari luar kita kritisi kinerja yg salah,"['makanya', 'mari', 'kita', 'bersama', 'sama', 'benahi', 'dari', 'dalam', 'pihak', 'kepolisian', 'akhlaq', 'diperbaiki', 'dari', 'luar', 'kita', 'kritisi', 'kinerja', 'yg', 'salah']",<FreqDist with 17 samples and 19 outcomes>,"['mari', 'benahi', 'kepolisian', 'akhlaq', 'diperbaiki', 'kritisi', 'kinerja', 'salah']","['mari', 'benah', 'polisi', 'akhlaq', 'baik', 'kritisi', 'kerja', 'salah']"
75,75,1586672216967905280,2022-10-30 10:51:50+00:00,wibawa yang dimiliki pak sampat saat ini mampu membuat kinerja kepolisian lebih baik,"['wibawa', 'yang', 'dimiliki', 'pak', 'sampat', 'saat', 'ini', 'mampu', 'membuat', 'kinerja', 'kepolisian', 'lebih', 'baik']",<FreqDist with 13 samples and 13 outcomes>,"['wibawa', 'dimiliki', 'sampat', 'kinerja', 'kepolisian']","['wibawa', 'milik', 'sampat', 'kerja', 'polisi']"
76,76,1586667958272565253,2022-10-30 10:34:54+00:00,kewibawaan pak mampu membuat kinerja polri semakin baik terbukti betapa cekatannya kinerja polri dibawah arahan pak kapolri saat ini,"['kewibawaan', 'pak', 'mampu', 'membuat', 'kinerja', 'polri', 'semakin', 'baik', 'terbukti', 'betapa', 'cekatannya', 'kinerja', 'polri', 'dibawah', 'arahan', 'pak', 'kapolri', 'saat', 'ini']",<FreqDist with 16 samples and 19 outcomes>,"['kewibawaan', 'kinerja', 'polri', 'terbukti', 'betapa', 'cekatannya', 'kinerja', 'polri', 'dibawah', 'arahan', 'kapolri']","['wibawa', 'kerja', 'polri', 'bukti', 'betapa', 'cekat', 'kerja', 'polri', 'bawah', 'arah', 'kapolri']"
77,77,1586666285840371714,2022-10-30 10:28:16+00:00,apresiasi kinerja polri yang gesit banget nih arahan kapolri langsung dilaksanakan dapat dilihat sikap wibawa seorang kapolri mampu menggerakkan instansi polri untuk semakin baik,"['apresiasi', 'kinerja', 'polri', 'yang', 'gesit', 'banget', 'nih', 'arahan', 'kapolri', 'langsung', 'dilaksanakan', 'dapat', 'dilihat', 'sikap', 'wibawa', 'seorang', 'kapolri', 'mampu', 'menggerakkan', 'instansi', 'polri', 'untuk', 'semakin', 'baik']",<FreqDist with 22 samples and 24 outcomes>,"['apresiasi', 'kinerja', 'polri', 'gesit', 'banget', 'arahan', 'kapolri', 'dilaksanakan', 'sikap', 'wibawa', 'kapolri', 'menggerakkan', 'instansi', 'polri']","['apresiasi', 'kerja', 'polri', 'gesit', 'banget', 'arah', 'kapolri', 'laksana', 'sikap', 'wibawa', 'kapolri', 'gerak', 'instansi', 'polri']"
78,78,1586662443484209153,2022-10-30 10:12:59+00:00,semoga kedepannya kinerja polri semakin baik dan amanah dan masyarakat kembali percaya kpf polri doa untuk polri,"['semoga', 'kedepannya', 'kinerja', 'polri', 'semakin', 'baik', 'dan', 'amanah', 'dan', 'masyarakat', 'kembali', 'percaya', 'kpf', 'polri', 'doa', 'untuk', 'polri']",<FreqDist with 14 samples and 17 outcomes>,"['semoga', 'kedepannya', 'kinerja', 'polri', 'amanah', 'masyarakat', 'percaya', 'kpf', 'polri', 'doa', 'polri']","['moga', 'depan', 'kerja', 'polri', 'amanah', 'masyarakat', 'percaya', 'kpf', 'polri', 'doa', 'polri']"
79,79,1586639857870258176,2022-10-30 08:43:15+00:00,sukses selalu untuk para ulama dan kinerja polri doa untuk polri,"['sukses', 'selalu', 'untuk', 'para', 'ulama', 'dan', 'kinerja', 'polri', 'doa', 'untuk', 'polri']",<FreqDist with 9 samples and 11 outcomes>,"['sukses', 'ulama', 'kinerja', 'polri', 'doa', 'polri']","['sukses', 'ulama', 'kerja', 'polri', 'doa', 'polri']"
80,80,1586639674378158081,2022-10-30 08:42:31+00:00,semangat terus menjalankan roda roda kinerja dan menjaga kemaslahatan pemerintah doa untuk polri,"['semangat', 'terus', 'menjalankan', 'roda', 'roda', 'kinerja', 'dan', 'menjaga', 'kemaslahatan', 'pemerintah', 'doa', 'untuk', 'polri']",<FreqDist with 12 samples and 13 outcomes>,"['semangat', 'menjalankan', 'roda', 'roda', 'kinerja', 'menjaga', 'kemaslahatan', 'pemerintah', 'doa', 'polri']","['semangat', 'jalan', 'roda', 'roda', 'kerja', 'jaga', 'maslahat', 'perintah', 'doa', 'polri']"
81,81,1586639458623160320,2022-10-30 08:41:39+00:00,dengan adanya semoga kinerja ulama dan polri semakin baik doa untuk polri,"['dengan', 'adanya', 'semoga', 'kinerja', 'ulama', 'dan', 'polri', 'semakin', 'baik', 'doa', 'untuk', 'polri']",<FreqDist with 11 samples and 12 outcomes>,"['semoga', 'kinerja', 'ulama', 'polri', 'doa', 'polri']","['moga', 'kerja', 'ulama', 'polri', 'doa', 'polri']"
82,82,1586639040291344385,2022-10-30 08:40:00+00:00,guys dengan hadirnya ini semoga semakin maksimal yaa kinerja polri kita doa untuk polri,"['guys', 'dengan', 'hadirnya', 'ini', 'semoga', 'semakin', 'maksimal', 'yaa', 'kinerja', 'polri', 'kita', 'doa', 'untuk', 'polri']",<FreqDist with 13 samples and 14 outcomes>,"['hadirnya', 'semoga', 'maksimal', 'kinerja', 'polri', 'doa', 'polri']","['hadir', 'moga', 'maksimal', 'kerja', 'polri', 'doa', 'polri']"
83,83,1586637919950807041,2022-10-30 08:35:33+00:00,alhamdulillah berhasil dalam mengembangkan tugas dan amanah kinerja doa untuk polri,"['alhamdulillah', 'berhasil', 'dalam', 'mengembangkan', 'tugas', 'dan', 'amanah', 'kinerja', 'doa', 'untuk', 'polri']",<FreqDist with 11 samples and 11 outcomes>,"['berhasil', 'mengembangkan', 'tugas', 'amanah', 'kinerja', 'doa', 'polri']","['hasil', 'kembang', 'tugas', 'amanah', 'kerja', 'doa', 'polri']"
84,84,1586636526863147010,2022-10-30 08:30:00+00:00,kapolri sejauh ini sudah berusaha cukup keras untuk mengembalikan kepercayan public terhadap kinerja polri doa untuk polri,"['kapolri', 'sejauh', 'ini', 'sudah', 'berusaha', 'cukup', 'keras', 'untuk', 'mengembalikan', 'kepercayan', 'public', 'terhadap', 'kinerja', 'polri', 'doa', 'untuk', 'polri']",<FreqDist with 15 samples and 17 outcomes>,"['kapolri', 'berusaha', 'keras', 'mengembalikan', 'kepercayan', 'public', 'kinerja', 'polri', 'doa', 'polri']","['kapolri', 'usaha', 'keras', 'kembali', 'kepercayan', 'public', 'kerja', 'polri', 'doa', 'polri']"
85,85,1586634007394992129,2022-10-30 08:20:00+00:00,semga doa ulama dan kita mwmbuat kinerja polei makn maju doa untuk polri,"['semga', 'doa', 'ulama', 'dan', 'kita', 'mwmbuat', 'kinerja', 'polei', 'makn', 'maju', 'doa', 'untuk', 'polri']",<FreqDist with 12 samples and 13 outcomes>,"['semga', 'doa', 'ulama', 'mwmbuat', 'kinerja', 'polei', 'makn', 'maju', 'doa', 'polri']","['semga', 'doa', 'ulama', 'mwmbuat', 'kerja', 'polei', 'makn', 'maju', 'doa', 'polri']"
86,86,1586634007323680769,2022-10-30 08:20:00+00:00,meski kini kepercayaan pemerintah turun akibat beberapa kasus namun kapolti berusaha keras untuk kembali meningkatkan kinerja dan kepercayaan tersebut doa untuk polri,"['meski', 'kini', 'kepercayaan', 'pemerintah', 'turun', 'akibat', 'beberapa', 'kasus', 'namun', 'kapolti', 'berusaha', 'keras', 'untuk', 'kembali', 'meningkatkan', 'kinerja', 'dan', 'kepercayaan', 'tersebut', 'doa', 'untuk', 'polri']",<FreqDist with 20 samples and 22 outcomes>,"['kepercayaan', 'pemerintah', 'turun', 'akibat', 'kapolti', 'berusaha', 'keras', 'meningkatkan', 'kinerja', 'kepercayaan', 'doa', 'polri']","['percaya', 'perintah', 'turun', 'akibat', 'kapolti', 'usaha', 'keras', 'tingkat', 'kerja', 'percaya', 'doa', 'polri']"
87,87,1586631490850340864,2022-10-30 08:10:00+00:00,kapolri menegaskan jika institusi polri terbuka dengan kritikan sebab itu bisa membangun kinerja polri lebih baik doa untuk polri,"['kapolri', 'menegaskan', 'jika', 'institusi', 'polri', 'terbuka', 'dengan', 'kritikan', 'sebab', 'itu', 'bisa', 'membangun', 'kinerja', 'polri', 'lebih', 'baik', 'doa', 'untuk', 'polri']",<FreqDist with 17 samples and 19 outcomes>,"['kapolri', 'institusi', 'polri', 'terbuka', 'kritikan', 'membangun', 'kinerja', 'polri', 'doa', 'polri']","['kapolri', 'institusi', 'polri', 'buka', 'kritik', 'bangun', 'kerja', 'polri', 'doa', 'polri']"
88,88,1586621424218800129,2022-10-30 07:30:00+00:00,selalu mendukung kinerja baik pak kapolri beliau pasti bisa meyakinkan masyarakat untuk peningkatan pelayanan publik doa untuk polri,"['selalu', 'mendukung', 'kinerja', 'baik', 'pak', 'kapolri', 'beliau', 'pasti', 'bisa', 'meyakinkan', 'masyarakat', 'untuk', 'peningkatan', 'pelayanan', 'publik', 'doa', 'untuk', 'polri']",<FreqDist with 17 samples and 18 outcomes>,"['mendukung', 'kinerja', 'kapolri', 'beliau', 'masyarakat', 'peningkatan', 'pelayanan', 'publik', 'doa', 'polri']","['dukung', 'kerja', 'kapolri', 'beliau', 'masyarakat', 'tingkat', 'layan', 'publik', 'doa', 'polri']"
89,89,1586616211974262784,2022-10-30 07:09:17+00:00,kinerja kapolri sejauh ini sudah sangatt baik terbukti dpatt menyelesaikan berbagi persoalan hinggaa tuntas doa untuk polri,"['kinerja', 'kapolri', 'sejauh', 'ini', 'sudah', 'sangatt', 'baik', 'terbukti', 'dpatt', 'menyelesaikan', 'berbagi', 'persoalan', 'hinggaa', 'tuntas', 'doa', 'untuk', 'polri']",<FreqDist with 17 samples and 17 outcomes>,"['kinerja', 'kapolri', 'sangatt', 'terbukti', 'dpatt', 'menyelesaikan', 'berbagi', 'hinggaa', 'tuntas', 'doa', 'polri']","['kerja', 'kapolri', 'sangatt', 'bukti', 'dpatt', 'selesai', 'bagi', 'hinggaa', 'tuntas', 'doa', 'polri']"
90,90,1586613877952880641,2022-10-30 07:00:01+00:00,harapan kita kedepanya kinerja polei akan semakin mantap dengan adanya kalaborasi ini doa untuk polri,"['harapan', 'kita', 'kedepanya', 'kinerja', 'polei', 'akan', 'semakin', 'mantap', 'dengan', 'adanya', 'kalaborasi', 'ini', 'doa', 'untuk', 'polri']",<FreqDist with 15 samples and 15 outcomes>,"['harapan', 'kedepanya', 'kinerja', 'polei', 'mantap', 'kalaborasi', 'doa', 'polri']","['harap', 'depa', 'kerja', 'polei', 'mantap', 'kalaborasi', 'doa', 'polri']"
91,91,1586608908457869313,2022-10-30 06:40:16+00:00,kinerja kapolri sejauh ini sudah sangat baik terbukti dapat menyelesaikan berbagi persoalan hingga tuntas doa untuk polri,"['kinerja', 'kapolri', 'sejauh', 'ini', 'sudah', 'sangat', 'baik', 'terbukti', 'dapat', 'menyelesaikan', 'berbagi', 'persoalan', 'hingga', 'tuntas', 'doa', 'untuk', 'polri']",<FreqDist with 17 samples and 17 outcomes>,"['kinerja', 'kapolri', 'terbukti', 'menyelesaikan', 'berbagi', 'tuntas', 'doa', 'polri']","['kerja', 'kapolri', 'bukti', 'selesai', 'bagi', 'tuntas', 'doa', 'polri']"
